"","article","id","eva_score_rda_f1_01d","eva_score_rda_f1_01m","eva_score_rda_f1_02d","eva_score_rda_f1_02m","eva_score_rda_f2_01m","eva_score_rda_f3_01m","eva_score_rda_f4_01m","eva_score_rda_a1_01m","eva_score_rda_a1_02d","eva_score_rda_a1_02m","eva_score_rda_a1_03d","eva_score_rda_a1_03m","eva_score_rda_a1_04d","eva_score_rda_a1_04m","eva_score_rda_a1_05d","eva_score_rda_a1_1_01d","eva_score_rda_a1_1_01m","eva_score_rda_a1_2_01d","eva_score_rda_a2_01m","eva_score_rda_i1_01d","eva_score_rda_i1_01m","eva_score_rda_i1_02d","eva_score_rda_i1_02m","eva_score_rda_i2_01d","eva_score_rda_i2_01m","eva_score_rda_i3_01d","eva_score_rda_i3_01m","eva_score_rda_i3_02d","eva_score_rda_i3_02m","eva_score_rda_i3_03m","eva_score_rda_i3_04m","eva_score_rda_r1_01m","eva_score_rda_r1_1_01m","eva_score_rda_r1_1_02m","eva_score_rda_r1_1_03m","eva_score_rda_r1_2_01m","eva_score_rda_r1_2_02m","eva_score_rda_r1_3_01d","eva_score_rda_r1_3_01m","eva_score_rda_r1_3_02d","eva_score_rda_r1_3_02m","total_score"
"183","10.1038/s41586-021-03844-1","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE144103",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"184","10.1038/s41586-021-03663-4","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR6122124&display=metadata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"185","10.1038/s41586-021-03208-9","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE137335",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"186","10.1038/s41586-021-03208-9","https://www.ncbi.nlm.nih.gov/nuccore/MW294174.2/",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"187","10.1038/s41556-021-00637-6","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE128636",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"188","10.1038/s41556-020-00619-0","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE87076",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"189","10.1038/s41526-020-00129-1","https://doi.org/10.6084/m9.figshare.12129534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"190","10.1038/s41467-021-26826-3","https://www.ebi.ac.uk/biostudies/studies/S-BSST699?query=S-BSST699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"191","10.1038/s41467-021-26777-9","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE154803",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"192","10.1038/s41467-021-25519-1","https://www.ncbi.nlm.nih.gov/nuccore/MN481964",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"193","10.1038/s41467-021-24805-2","https://doi.org/10.6084/m9.figshare.14785434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"194","10.1038/s41467-021-24086-9","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR13039593&display=data-access",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"195","10.1038/s41467-021-24086-9","https://www.ebi.ac.uk/biostudies/studies/S-BSST630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"196","10.1038/s41467-021-23855-w","https://www.ebi.ac.uk/pride/archive/projects/PXD024800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"197","10.1038/s41467-021-23807-4","https://doi.org/10.5281/zenodo.3478502",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"198","10.1038/s41467-021-22210-3","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE158038",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"199","10.1038/s41467-021-22446-z","https://osf.io/qesv4/",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"200","10.1038/s41467-021-22117-z","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE152915",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"201","10.1038/s41467-021-22117-z","https://www.ebi.ac.uk/pride/archive/projects/PXD019112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"202","10.1038/s41467-021-21994-8","https://doi.org/10.5281/zenodo.3744152",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"203","10.1038/s41467-021-21994-8","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE63197",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"204","10.1038/s41467-021-21612-7","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR10392018&display=data-access",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"205","10.1038/s41467-021-21162-y","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE140929",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"206","10.1038/s41467-021-21162-y","https://www.ebi.ac.uk/ena/browser/view/PRJEB35529?show=reads",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"207","10.1038/s41467-020-20850-5","https://doi.org/10.5281/zenodo.3992607",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"208","10.1007/s00401-021-02300-8","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE169265",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"209","10.1007/s00401-021-02377-1","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE185041",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"210","10.1007/s10071-021-01482-8","https://doi.org/10.5281/zenodo.4223729",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"211","10.1007/s11517-021-02393-z","https://doi.org/10.25375/uct.9782798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"212","10.1016/j.celrep.2021.109878","https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-10389/",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"213","10.1016/j.cels.2021.05.005","https://www.ebi.ac.uk/pride/archive/projects/PXD025752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"214","10.1016/j.dib.2021.107011","http://dx.doi.org/10.17632/fzcmhhjs76.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"215","10.1016/j.ebiom.2021.103327","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR13753728&display=data-access",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"216","10.1016/j.isci.2021.102151","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE148729",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"217","10.1016/j.isci.2021.102151","https://zenodo.org/record/4031204#.YCpK_S1h1Bw",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"218","10.1016/j.isci.2021.102234","https://doi.org/10.17605/OSF.IO/Y2CFM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"219","10.1016/j.isci.2021.102618","https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-8924/",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"220","10.1016/j.jclinepi.2021.12.012","https://doi.org/10.5281/zenodo.5141343",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"221","10.1016/j.neuroimage.2020.117571","http://dx.doi.org/10.17632/fzcmhhjs76.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"222","10.1016/j.neuroimage.2021.118365","doi.org/10.17605/osf.io/gs2t5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"223","10.1016/j.neuroimage.2021.118462","https://osf.io/vraun/",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"224","10.1016/S2666-5247(21)00027-6","https://www.ebi.ac.uk/biostudies/studies/S-BSST525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"225","10.1017/S2045796021000147","https://osf.io/3xcdu/?view_only=957edc6293894497ba7aaf5bb8fc8205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"226","10.1038/s41375-021-01376-1","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178959",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"227","10.1038/s41398-020-01150-4","https://osf.io/5xq9p/",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"228","10.1038/s41422-021-00569-8","http://doi.org/10.2210/pdb7PIV/pdb",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"229","10.1038/s41422-021-00569-8","https://www.ebi.ac.uk/emdb/EMD-13454",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"230","10.1038/s41431-021-00846-5","https://www.ncbi.nlm.nih.gov/nuccore/NM_020971.3?report=graph&mk=3375|NM_020971.3:c.3375_3393del|green",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"231","10.1093/bib/bbab219","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR14368488&display=data-access",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"232","10.1093/bib/bbab219","https://github.com/dieterich-lab/ComparisonOfMetabolicLabeling/tree/master/pulseRTc/results/slam/data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"233","10.1038/s42003-021-02635-8","http://doi.org/10.17605/OSF.IO/GUPBF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"234","10.1038/s42003-021-02495-2","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE140383",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"235","10.1038/s42003-021-02495-2","https://doi.org/doi:10.25345/C58D7S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"236","10.1038/s41590-020-00817-w","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE150305",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"237","10.1038/s41588-021-00973-1","https://www.ebi.ac.uk/gwas/studies/GCST90027163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"238","10.1038/s41587-021-01065-5","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157486",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"239","10.1038/s41587-021-00927-2","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE156478",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"240","10.1038/s41586-021-04136-4","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165580",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"241","10.1038/s41586-021-04136-4","https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR15817216&display=data-access",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"242","10.1038/s41586-021-03986-2","https://doi.org/10.5281/zenodo.3527540",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"243","10.1038/s41586-021-03363-z","https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR12880623&display=data-access",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"244","10.1007/s00424-021-02582-7","https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-10478/",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"245","10.1016/j.ajhg.2021.08.001","https://www.deciphergenomics.org/patient/427511/overview/general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,10.98
"246","10.1016/j.ccell.2021.08.008","https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-10633/",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"247","10.1016/j.ccell.2021.08.008","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182004",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"248","10.1016/j.celrep.2021.109526","https://www.ebi.ac.uk/ena/browser/view/PRJEB32775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"249","10.1016/j.dib.2021.107604","http://doi.org/10.17632/mtd59df24s.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"250","10.1016/j.isci.2021.102645","https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR14573783&display=metadata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"251","10.1016/j.isci.2021.103030","https://data.mendeley.com/datasets/mkz6jfywmd/1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"252","10.1016/j.molcel.2020.12.046","https://www.ebi.ac.uk/pride/archive/projects/PXD018244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"253","10.1016/j.neuroimage.2021.118758","https://doi.org/10.18112/openneuro.ds003716.v1.0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"254","10.1038/s41375-021-01267-5","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE109600",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"255","10.1038/s41467-020-20603-4","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE140686",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"256","10.1038/s41467-021-22579-1","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165329",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"257","10.1038/s41467-021-23706-8","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE112658",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"258","10.1038/s41467-021-23706-8","https://www.ebi.ac.uk/ena/browser/view/ERX2579784?show=reads",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"259","10.1038/s41467-021-25403-y","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE58211",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"260","10.1038/s41467-021-25403-y","https://www.ebi.ac.uk/pride/archive/projects/PXD004608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"261","10.1038/s41467-021-25403-y","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3608793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,10.98
"262","10.1038/s41467-021-26844-1","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE183598",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"263","10.1038/s41467-021-25454-1","https://www.ebi.ac.uk/pride/archive/projects/PXD023889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"264","10.1038/s41467-021-23596-w","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149025",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"265","10.1038/s41467-021-21650-1","https://doi.org/10.6084/m9.figshare.12382685.v1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"266","10.1016/j.jaci.2021.07.027","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE181457",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"267","10.1016/j.virusres.2020.198285","https://www.ncbi.nlm.nih.gov/nuccore/mt094341",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"268","10.1038/s41564-021-00904-0","https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR12749894&display=data-access",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"269","10.1016/j.cell.2021.11.033","https://www.ebi.ac.uk/pride/archive/projects/PXD022709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"270","10.1016/j.cortex.2021.03.026","https://osf.io/q23ce/",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"271","10.1016/j.immuni.2021.07.019","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE141504",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"272","10.1016/j.molcel.2021.02.006","http://doi.org/10.2210/pdb7BL2/pdb",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
"273","10.1016/j.molcel.2021.02.006","https://www.ebi.ac.uk/pride/archive/projects/PXD021374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"274","10.1016/j.molcel.2021.02.006","https://dx.doi.org/10.17632/g2ghpnf4zk.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"275","10.1038/s42255-021-00477-6","https://www.ebi.ac.uk/pride/archive/projects/PXD011715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"276","10.1073/pnas.2019699118","https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6588/",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.66
"277","10.1073/pnas.2020293118","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE171099",0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,18.29
