"article";"id";"repository";"license_name";"repository_type";"repository_re3data";"fuji_percent";"fuji_percent_f";"fuji_percent_a";"fuji_percent_i";"fuji_percent_r";"fuji_percent_f1";"fuji_percent_f2";"fuji_percent_f3";"fuji_percent_f4";"fuji_percent_a1";"fuji_percent_i1";"fuji_percent_i2";"fuji_percent_i3";"fuji_percent_r1";"fuji_percent_r1_1";"fuji_percent_r1_2";"fuji_percent_r1_3";"fuji_FsF_F1_01D";"fuji_FsF_F1_02D";"fuji_FsF_F2_01M";"fuji_FsF_F3_01M";"fuji_FsF_F4_01M";"fuji_FsF_A1_01M";"fuji_FsF_A1_02M";"fuji_FsF_A1_03D";"fuji_FsF_I1_01M";"fuji_FsF_I2_01M";"fuji_FsF_I3_01M";"fuji_FsF_R1_01MD";"fuji_FsF_R1.1_01M";"fuji_FsF_R1.2_01M";"fuji_FsF_R1.3_01M";"fuji_FsF_R1.3_02D";"fair_enough_score";"fair_enough_score_total";"fair_enough_score_percent";"fair_enough_score_metrics_count";"fair_enough_score_metrics_percent";"fair_enough_xml_document";"fair_enough_Gen2_FM_F1B_metadata";"fair_enough_Gen2_FM_F1A";"fair_enough_Gen2_FM_F2B";"fair_enough_Gen2_FM_F2A";"fair_enough_Gen2_FM_F3_data";"fair_enough_Gen2_FM_F3_metadata";"fair_enough_Gen2_FM_F4";"fair_enough_Gen2_FM_A1.1_data";"fair_enough_Gen2_FM_A1.1_metadata";"fair_enough_Gen2_FM_A1.2_data";"fair_enough_Gen2_FM_A1.2_metadata";"fair_enough_Gen2_FM_A2";"fair_enough_Gen2_FM_I1B_data";"fair_enough_Gen2_FM_I1A_data";"fair_enough_Gen2_FM_I1B_metadata";"fair_enough_Gen2_FM_I1A_metadata";"fair_enough_Gen2_FM_I2B";"fair_enough_Gen2_FM_I2A";"fair_enough_Gen2_FM_I3";"fair_enough_Gen2_FM_R1.1_metadata";"fair_enough_Gen2_FM_R1.1_data";"fair_enough_f1";"fair_enough_f2";"fair_enough_f3";"fair_enough_f4";"fair_enough_a1.1";"fair_enough_a1.2";"fair_enough_a2";"fair_enough_i1";"fair_enough_i2";"fair_enough_i3";"fair_enough_r1.1";"fair_checker_score";"checker_percent_f";"checker_percent_a";"checker_percent_i";"checker_percent_r";"fair_checker_f1";"fair_checker_f2";"fair_checker_a1.1";"fair_checker_a1.2";"fair_checker_i1";"fair_checker_i2";"fair_checker_i3";"fair_checker_r1.1";"fair_checker_r1.2";"fair_checker_r1.3";"fair_checker_F1A";"fair_checker_F1B";"fair_checker_F2A";"fair_checker_F2B";"fair_checker_A1.1";"fair_checker_A1.2";"fair_checker_I1";"fair_checker_I2";"fair_checker_I3";"fair_checker_R1.1";"fair_checker_R1.2";"fair_checker_R1.3"
"10.1017/S2045796021000147";"https://osf.io/3xcdu/?view_only=957edc6293894497ba7aaf5bb8fc8205";"OSF";"NULL";"general-purpose repository";"Open Science Framework";29,17;57,14;33,33;0;20;50;100;0;50;33,33;0;0;0;25;0;50;0;1;0;2;0;1;0;1;0;0;0;0;1;0;1;0;0;9;22;40,91;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1038/s41398-020-01150-4";"https://osf.io/5xq9p/";"OSF";"NULL";"general-purpose repository";"Open Science Framework";29,17;42,86;33,33;25;20;50;50;0;50;33,33;50;0;0;25;0;50;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;0;10;22;45,45;7;31,82;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.1093/bib/bbab219";"https://github.com/dieterich-lab/ComparisonOfMetabolicLabeling/tree/master/pulseRTc/results/slam/data";"GitHub";"NULL";"general-purpose repository";"GitHub";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1038/s42003-021-02635-8";"http://doi.org/10.17605/OSF.IO/GUPBF";"OSF";"NULL";"general-purpose repository";"Open Science Framework";41,67;71,43;33,33;50;20;100;50;0;100;33,33;100;0;0;25;0;50;0;1;1;1;0;2;0;1;0;2;0;0;1;0;1;0;0;13;22;59,09;9;40,91;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;100;100;0;0;50;50;0;50;0;50;0;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.1038/s41586-021-03986-2";"https://doi.org/10.5281/zenodo.3527540";"Zenodo";"CC BY";"general-purpose repository";"Zenodo";75;85,71;100;75;60;100;50;100;100;100;100;0;100;50;100;50;50;1;1;1;1;2;1;1;1;2;0;1;2;2;1;0;1;NA;NA;NA;14;63,64;TRUE;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1016/j.dib.2021.107604";"http://doi.org/10.17632/mtd59df24s.2";"Mendeley Data";"CC BY";"general-purpose repository";"Mendeley Data";62,5;85,71;66,67;75;40;100;100;0;100;66,67;100;0;100;25;100;50;0;1;1;2;0;2;1;1;0;2;0;1;1;2;1;0;0;13;22;59,09;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;83,33;62,5;100;83,33;100;50;75;100;100;50;100;100;100;100;100;2;0;1;2;2;2;1;2;2;2;2;2
"10.1016/j.isci.2021.103030";"https://data.mendeley.com/datasets/mkz6jfywmd/1";"Mendeley Data";"CC BY";"general-purpose repository";"Mendeley Data";62,5;85,71;66,67;75;40;100;100;0;100;66,67;100;0;100;25;100;50;0;1;1;2;0;2;1;1;0;2;0;1;1;2;1;0;0;11;22;50;11;50;NA;0;1;1;1;1;0;0;1;1;1;0;0;0;0;1;1;0;1;1;0;0;50;100;50;0;100;50;0;50;50;50;0;83,33;62,5;100;83,33;100;50;75;100;100;50;100;100;100;100;100;2;0;1;2;2;2;1;2;2;2;2;2
"10.1038/s41467-021-21650-1";"https://doi.org/10.6084/m9.figshare.12382685.v1";"figshare";"CC BY";"general-purpose repository";"figshare";66,67;100;66,67;75;40;100;100;100;100;66,67;100;0;100;25;100;50;0;1;1;2;1;2;0;1;1;2;0;1;1;2;1;0;0;NA;NA;NA;15;68,18;TRUE;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1016/j.cortex.2021.03.026";"https://osf.io/q23ce/";"OSF";"NULL";"general-purpose repository";"Open Science Framework";29,17;42,86;33,33;25;20;50;50;0;50;33,33;50;0;0;25;0;50;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;0;10;22;45,45;7;31,82;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.1016/j.molcel.2021.02.006";"https://dx.doi.org/10.17632/g2ghpnf4zk.1";"Mendeley Data";"CC BY";"general-purpose repository";"Mendeley Data";62,5;85,71;66,67;75;40;100;100;0;100;66,67;100;0;100;25;100;50;0;1;1;2;0;2;1;1;0;2;0;1;1;2;1;0;0;11;22;50;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;83,33;62,5;100;83,33;100;50;75;100;100;50;100;100;100;100;100;2;0;1;2;2;2;1;2;2;2;2;2
"10.1080/13561820.2021.1903405";"http://doi.org/10.17605/OSF.IO/6K7VN";"OSF";"CC BY";"general-purpose repository";"Open Science Framework";52,08;71,43;50;50;40;100;50;0;100;50;100;0;0;25;100;50;0;1;1;1;0;2;0,5;1;0;2;0;0;1;2;1;0;0;14;22;63,64;9;40,91;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;100;100;0;0;50;50;0;50;0;50;0;79,17;75;100;66,67;83,33;100;50;100;100;50;50;100;100;100;50;2;2;1;1;2;2;1;1;2;2;2;1
"10.1126/sciadv.abg4693";"https://doi.org/10.5281/zenodo.4670433";"Zenodo";"NULL";"general-purpose repository";"Zenodo";54,17;71,43;66,67;75;30;100;50;0;100;66,67;100;0;100;25;50;50;0;1;1;1;0;2;1;1;0;2;0;1;1;1;1;0;0;13;22;59,09;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.1126/science.abi5273";"https://doi.org/10.5281/zenodo.4945655";"Zenodo";"NULL";"general-purpose repository";"Zenodo";54,17;71,43;66,67;75;30;100;50;0;100;66,67;100;0;100;25;50;50;0;1;1;1;0;2;1;1;0;2;0;1;1;1;1;0;0;13;22;59,09;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.1016/j.cortex.2020.06.006";"https://doi.org/10.5281/zenodo.3479558";"Zenodo";"CC BY";"general-purpose repository";"Zenodo";70,83;85,71;100;75;50;100;50;100;100;100;100;0;100;50;100;50;0;1;1;1;1;2;1;1;1;2;0;1;2;2;1;0;0;NA;NA;NA;14;63,64;TRUE;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1016/j.jclinepi.2020.09.022";"http://doi.org/10.17605/OSF.IO/PTJBN";"OSF";"CC BY";"general-purpose repository";"Open Science Framework";52,08;71,43;50;50;40;100;50;0;100;50;100;0;0;25;100;50;0;1;1;1;0;2;0,5;1;0;2;0;0;1;2;1;0;0;13;22;59,09;9;40,91;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;100;100;0;0;50;50;0;50;0;50;0;79,17;75;100;66,67;83,33;100;50;100;100;50;50;100;100;100;50;2;2;1;1;2;2;1;1;2;2;2;1
"10.1016/j.neuroimage.2020.117384";"https://github.com/grundm/graphCA/blob/master/analysis/behavior/nt_trials.txt";"GitHub";"NULL";"general-purpose repository";"GitHub";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1021/acs.jmedchem.1c01264";"https://doi.org/10.23729/4d448eb0-c6ef-4b7d-a557-3758f5f68d47";"Fairdata.fi";"CC BY";"general-purpose repository";"Fairdata.fi";50;85,71;33,33;25;40;100;100;0;100;33,33;50;0;0;25;100;50;0;1;1;2;0;2;0;1;0;1;0;0;1;2;1;0;0;5;22;22,73;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.1038/s41467-021-26706-w";"https://doi.org/10.17605/OSF.IO/RUJWA";"OSF";"NULL";"general-purpose repository";"Open Science Framework";41,67;71,43;33,33;50;20;100;50;0;100;33,33;100;0;0;25;0;50;0;1;1;1;0;2;0;1;0;2;0;0;1;0;1;0;0;13;22;59,09;10;45,45;NA;1;1;1;1;0;1;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;100;100;50;0;50;50;0;50;0;50;0;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.1038/s43018-021-00201-z";"https://doi.org/10.6084/m9.figshare.14166983";"figshare";"CC BY";"general-purpose repository";"figshare";45,83;85,71;33,33;25;30;100;100;0;100;33,33;50;0;0;0;100;50;0;1;1;2;0;2;0;1;0;1;0;0;0;2;1;0;0;11;22;50;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;50;62,5;50;50;33,33;50;75;100;0;50;100;0;0;0;100;2;0;1;2;2;0;1;2;0;0;0;2
"10.1080/19942060.2021.1995048";"https://doi.org/10.6084/m9.figshare.14393600";"figshare";"CC BY";"general-purpose repository";"figshare";70,83;100;66,67;75;50;100;100;100;100;66,67;100;0;100;25;100;50;50;1;1;2;1;2;0;1;1;2;0;1;1;2;1;0;1;14;22;63,64;14;63,64;NA;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1177/25152459211040837";"https://osf.io/w8h2q/";"OSF";"NULL";"general-purpose repository";"Open Science Framework";54,17;85,71;33,33;50;40;100;100;0;100;33,33;100;0;0;25;100;50;0;1;1;2;0;2;0;1;0;2;0;0;1;2;1;0;0;NA;NA;NA;7;31,82;TRUE;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0;70,83;75;100;33,33;83,33;100;50;100;100;50;50;0;100;100;50;2;2;1;1;2;2;1;1;0;2;2;1
"10.1371/journal.pcbi.1009050";"https://github.com/wan-yang/flu-subtropic-climate-models/tree/main/data_climate";"GitHub";"NULL";"general-purpose repository";"GitHub";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1371/journal.pone.0250004";"https://figshare.com/articles/dataset/S1_File_-/14441052";"figshare";"CC BY";"general-purpose repository";"figshare";58,33;71,43;66,67;50;50;50;100;100;50;66,67;50;0;100;25;100;50;50;1;0;2;1;1;0;1;1;1;0;1;1;2;1;0;1;12;22;54,55;12;54,55;NA;0;1;1;1;1;0;0;1;1;1;0;0;0;0;1;1;0;1;1;0;1;50;100;50;0;100;50;0;50;50;50;50;83,33;87,5;100;50;100;100;75;100;100;50;100;0;100;100;100;2;2;1;2;2;2;1;2;0;2;2;2
"10.3389/fpsyt.2021.665957";"https://github.com/lveaor/Umbrella-review-2021/blob/main/Table_for_script.xlsx";"GitHub";"NULL";"general-purpose repository";"GitHub";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.3389/fpsyt.2021.770282";"https://github.com/agschlagenhauf/qMRI/tree/main/data";"GitHub";"NULL";"general-purpose repository";"GitHub";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1093/gigascience/giab068";"https://github.com/arx-deidentifier/genetic-benchmark/tree/master/data";"GitHub";"NULL";"general-purpose repository";"GitHub";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1159/000520082";"https://doi.org/10.6084/m9.figshare.14573082";"figshare";"CC BY";"general-purpose repository";"figshare";70,83;100;66,67;75;50;100;100;100;100;66,67;100;0;100;25;100;50;50;1;1;2;1;2;0;1;1;2;0;1;1;2;1;0;1;14;22;63,64;14;63,64;NA;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1186/s12891-021-04425-z";"https://doi.org/10.17632/f9vm3c4d7v.1";"Mendeley Data";"CC BY";"general-purpose repository";"Mendeley Data";62,5;85,71;66,67;75;40;100;100;0;100;66,67;100;0;100;25;100;50;0;1;1;2;0;2;1;1;0;2;0;1;1;2;1;0;0;13;22;59,09;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;83,33;62,5;100;83,33;100;50;75;100;100;50;100;100;100;100;100;2;0;1;2;2;2;1;2;2;2;2;2
"10.1186/s13023-021-01986-z";"https://doi.org/10.6084/m9.figshare.15179134.v1";"figshare";"CC BY;CC0";"general-purpose repository";"figshare";50;85,71;33,33;50;30;100;100;0;100;33,33;50;0;100;0;100;50;0;1;1;2;0;2;0;1;0;1;0;1;0;2;1;0;0;10;22;45,45;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;50;62,5;50;50;33,33;50;75;100;0;50;100;0;0;0;100;2;0;1;2;2;0;1;2;0;0;0;2
"10.1098/rsos.210389";"https://dx.doi.org/10.17632/btchxktzyw";"Mendeley Data";"CC BY-NC";"general-purpose repository";"Mendeley Data";62,5;85,71;66,67;75;40;100;100;0;100;66,67;100;0;100;25;100;50;0;1;1;2;0;2;1;1;0;2;0;1;1;2;1;0;0;11;22;50;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;83,33;62,5;100;83,33;100;50;75;100;100;50;100;100;100;100;100;2;0;1;2;2;2;1;2;2;2;2;2
"10.1111/mec.16099";"https://doi.org/10.6084/m9.figshare.13318754";"figshare";"CC BY";"general-purpose repository";"figshare";70,83;100;66,67;75;50;100;100;100;100;66,67;100;0;100;25;100;50;50;1;1;2;1;2;0;1;1;2;0;1;1;2;1;0;1;14;22;63,64;13;59,09;NA;1;1;1;1;1;0;0;1;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;100;50;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1136/bmj.n450";"https://doi.org/10.17605/OSF.IO/CDBHN";"OSF";"NULL";"general-purpose repository";"Open Science Framework";56,25;85,71;50;50;40;100;100;0;100;50;100;0;0;25;100;50;0;1;1;2;0;2;0,5;1;0;2;0;0;1;2;1;0;0;14;22;63,64;10;45,45;NA;1;1;1;1;0;1;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;100;100;50;0;50;50;0;50;0;50;0;79,17;75;100;66,67;83,33;100;50;100;100;50;50;100;100;100;50;2;2;1;1;2;2;1;1;2;2;2;1
"10.3389/fpsyg.2021.734877";"https://osf.io/3u62p/";"OSF";"NULL";"general-purpose repository";"Open Science Framework";29,17;42,86;33,33;25;20;50;50;0;50;33,33;50;0;0;25;0;50;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;0;10;22;45,45;7;31,82;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.3389/fonc.2020.578380";"https://doi.org/10.5281/zenodo.3922212";"Zenodo";"CC BY";"general-purpose repository";"Zenodo";70,83;100;66,67;75;50;100;100;100;100;66,67;100;0;100;50;100;50;0;1;1;2;1;2;1;1;0;2;0;1;2;2;1;0;0;15;22;68,18;12;54,55;NA;1;1;1;1;0;1;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;50;50;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.3389/fnins.2021.742652";"https://doi.org/10.5281/zenodo.5746691";"Zenodo";"other (open)";"general-purpose repository";"Zenodo";54,17;71,43;66,67;75;30;100;50;0;100;66,67;100;0;100;25;50;50;0;1;1;1;0;2;1;1;0;2;0;1;1;1;1;0;0;13;22;59,09;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;62,5;75;50;66,67;50;100;50;100;0;50;50;100;0;100;50;2;2;1;1;2;0;1;1;2;0;2;1
"10.3389/fcimb.2021.763121";"https://github.com/MarisaIsabell/CF-lung-microbiome-longitudinal-development/tree/master/data";"GitHub";"NULL";"general-purpose repository";"GitHub";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1098/rsos.210389";"https://doi.org/10.6084/m9.figshare.16573481.v1";"figshare";"CC BY";"general-purpose repository";"figshare";50;85,71;33,33;50;30;100;100;0;100;33,33;50;0;100;0;100;50;0;1;1;2;0;2;0;1;0;1;0;1;0;2;1;0;0;11;22;50;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;50;62,5;50;50;33,33;50;75;100;0;50;100;0;0;0;100;2;0;1;2;2;0;1;2;0;0;0;2
"10.1093/ve/veab051";"https://github.com/BernardoGG/SARS-CoV-2_Genomic_lineages_Ecuador/tree/master/Data";"GitHub";"NULL";"general-purpose repository";"GitHub";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1523/ENEURO.0475-20.2021";"https://github.com/FunDyn/VirtualCohorts";"GitHub";"NULL";"general-purpose repository";"GitHub";18,75;35,71;33,33;0;10;50;25;0;50;33,33;0;0;0;0;0;50;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;1;0;0;10;22;45,45;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1002/pon.5798";"https://doi.org/10.17605/OSF.IO/YJ5CA";"OSF";"CC BY";"general-purpose repository";"OSF";52,08;71,43;50;50;40;100;50;0;100;50;100;0;0;25;100;50;0;1;1;1;0;2;0,5;1;0;2;0;0;1;2;1;0;0;14;22;63,64;10;45,45;NA;1;1;1;1;0;1;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;100;100;50;0;50;50;0;50;0;50;0;79,17;75;100;66,67;83,33;100;50;100;100;50;50;100;100;100;50;2;2;1;1;2;2;1;1;2;2;2;1
