"article";"id";"repository";"license_name";"repository_type";"repository_re3data";"fuji_percent";"fuji_percent_f";"fuji_percent_a";"fuji_percent_i";"fuji_percent_r";"fuji_percent_f1";"fuji_percent_f2";"fuji_percent_f3";"fuji_percent_f4";"fuji_percent_a1";"fuji_percent_i1";"fuji_percent_i2";"fuji_percent_i3";"fuji_percent_r1";"fuji_percent_r1_1";"fuji_percent_r1_2";"fuji_percent_r1_3";"fuji_FsF_F1_01D";"fuji_FsF_F1_02D";"fuji_FsF_F2_01M";"fuji_FsF_F3_01M";"fuji_FsF_F4_01M";"fuji_FsF_A1_01M";"fuji_FsF_A1_02M";"fuji_FsF_A1_03D";"fuji_FsF_I1_01M";"fuji_FsF_I2_01M";"fuji_FsF_I3_01M";"fuji_FsF_R1_01MD";"fuji_FsF_R1.1_01M";"fuji_FsF_R1.2_01M";"fuji_FsF_R1.3_01M";"fuji_FsF_R1.3_02D";"fair_enough_score";"fair_enough_score_total";"fair_enough_score_percent";"fair_enough_score_metrics_count";"fair_enough_score_metrics_percent";"fair_enough_xml_document";"fair_enough_Gen2_FM_F1B_metadata";"fair_enough_Gen2_FM_F1A";"fair_enough_Gen2_FM_F2B";"fair_enough_Gen2_FM_F2A";"fair_enough_Gen2_FM_F3_data";"fair_enough_Gen2_FM_F3_metadata";"fair_enough_Gen2_FM_F4";"fair_enough_Gen2_FM_A1.1_data";"fair_enough_Gen2_FM_A1.1_metadata";"fair_enough_Gen2_FM_A1.2_data";"fair_enough_Gen2_FM_A1.2_metadata";"fair_enough_Gen2_FM_A2";"fair_enough_Gen2_FM_I1B_data";"fair_enough_Gen2_FM_I1A_data";"fair_enough_Gen2_FM_I1B_metadata";"fair_enough_Gen2_FM_I1A_metadata";"fair_enough_Gen2_FM_I2B";"fair_enough_Gen2_FM_I2A";"fair_enough_Gen2_FM_I3";"fair_enough_Gen2_FM_R1.1_metadata";"fair_enough_Gen2_FM_R1.1_data";"fair_enough_f1";"fair_enough_f2";"fair_enough_f3";"fair_enough_f4";"fair_enough_a1.1";"fair_enough_a1.2";"fair_enough_a2";"fair_enough_i1";"fair_enough_i2";"fair_enough_i3";"fair_enough_r1.1";"fair_checker_score";"checker_percent_f";"checker_percent_a";"checker_percent_i";"checker_percent_r";"fair_checker_f1";"fair_checker_f2";"fair_checker_a1.1";"fair_checker_a1.2";"fair_checker_i1";"fair_checker_i2";"fair_checker_i3";"fair_checker_r1.1";"fair_checker_r1.2";"fair_checker_r1.3";"fair_checker_F1A";"fair_checker_F1B";"fair_checker_F2A";"fair_checker_F2B";"fair_checker_A1.1";"fair_checker_A1.2";"fair_checker_I1";"fair_checker_I2";"fair_checker_I3";"fair_checker_R1.1";"fair_checker_R1.2";"fair_checker_R1.3"
"10.1186/s13073-021-00925-8";"https://github.com/saezlab/combiMS/tree/master/data/phosphos_raw_clean";"GitHub";"GNU GPLv3";"general-purpose repository";"GitHub";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1016/j.molcel.2020.12.042";"https://dx.doi.org/10.17632/5fpk9g52rw.1";"Mendeley Data";"CC BY";"general-purpose repository";"Mendeley Data";62,5;85,71;66,67;75;40;100;100;0;100;66,67;100;0;100;25;100;50;0;1;1;2;0;2;1;1;0;2;0;1;1;2;1;0;0;11;22;50;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;83,33;62,5;100;83,33;100;50;75;100;100;50;100;100;100;100;100;2;0;1;2;2;2;1;2;2;2;2;2
"10.1371/journal.pone.0252356";"https://figshare.com/articles/dataset/S1_Dataset_-/14749705";"figshare";"CC BY";"general-purpose repository";"figshare";54,17;71,43;66,67;50;40;50;100;100;50;66,67;50;0;100;25;100;50;0;1;0;2;1;1;0;1;1;1;0;1;1;2;1;0;0;12;22;54,55;12;54,55;NA;0;1;1;1;1;0;0;1;1;1;0;0;0;0;1;1;0;1;1;0;1;50;100;50;0;100;50;0;50;50;50;50;83,33;87,5;100;50;100;100;75;100;100;50;100;0;100;100;100;2;2;1;2;2;2;1;2;0;2;2;2
"10.3390/polym13030433";"https://dx.doi.org/10.17617/3.5k";"Edmond";"CC BY";"general-purpose repository";"Edmond";60,42;92,86;33,33;75;40;100;100;50;100;33,33;100;0;100;25;100;50;0;1;1;2;0,5;2;0;1;0;2;0;1;1;2;1;0;0;12;22;54,55;10;45,45;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;0;100;100;0;0;50;50;0;50;50;50;0;79,17;75;100;66,67;83,33;100;50;100;100;50;50;100;100;100;50;2;2;1;1;2;2;1;1;2;2;2;1
"10.3390/medicina57070646";"https://osf.io/5d8vu/";"OSF";"NULL";"general-purpose repository";"Open Science Framework";29,17;42,86;33,33;25;20;50;50;0;50;33,33;50;0;0;25;0;50;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;0;10;22;45,45;7;31,82;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.1016/j.diabres.2021.108996";"https://github.com/athieffry/T1International-OoPE-survey-2020/tree/main/1a%20-%20Raw%20Data/survey";"GitHub";"NULL";"general-purpose repository";"GitHub";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1016/j.jhepr.2021.100234";"https://osf.io/y8dfw/";"OSF";"NULL";"general-purpose repository";"Open Science Framework";33,33;42,86;33,33;50;20;50;50;0;50;33,33;50;0;100;25;0;50;0;1;0;1;0;1;0;1;0;1;0;1;1;0;1;0;0;10;22;45,45;7;31,82;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.1016/j.patter.2021.100351";"https://doi.org/10.7910/DVN/CQHHEH";"Harvard Dataverse";"NULL";"general-purpose repository";"Harvard Dataverse";75;100;66,67;75;60;100;100;100;100;66,67;100;0;100;75;50;50;50;1;1;2;1;2;0;1;1;2;0;1;3;1;1;1;0;NA;NA;NA;10;45,45;TRUE;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;0;100;100;0;0;50;50;0;50;50;50;0;79,17;75;100;66,67;83,33;100;50;100;100;50;50;100;100;100;50;2;2;1;1;2;2;1;1;2;2;2;1
"10.1016/j.xcrm.2021.100291";"https://doi.org/10.17632/5n8df8jvk4.1";"Mendeley Data";"CC BY";"general-purpose repository";"Mendeley Data";62,5;85,71;66,67;75;40;100;100;0;100;66,67;100;0;100;25;100;50;0;1;1;2;0;2;1;1;0;2;0;1;1;2;1;0;0;13;22;59,09;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;83,33;62,5;100;83,33;100;50;75;100;100;50;100;100;100;100;100;2;0;1;2;2;2;1;2;2;2;2;2
"10.1038/s41467-021-22786-w";"https://github.com/csi-hamburg/WAKE-UP-preserved-SC/tree/main/code/statistics_R";"GitHub";"NULL";"general-purpose repository";"GitHub";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1016/j.drudis.2021.06.007";"https://osf.io/bc58f/";"OSF";"CC BY 4.0";"general-purpose repository";"OSF";37,5;42,86;33,33;25;40;50;50;0;50;33,33;50;0;0;25;100;50;0;1;0;1;0;1;0;1;0;1;0;0;1;2;1;0;0;11;22;50;7;31,82;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0;70,83;75;100;33,33;83,33;100;50;100;100;50;50;0;100;100;50;2;2;1;1;2;2;1;1;0;2;2;1
"10.1038/s41467-021-25914-8";"https://github.com/fsera/COVIDWeather/blob/main/mcc_covid_temp_data.csv";"GitHub";"NULL";"general-purpose repository";"GitHub";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1016/j.xhgg.2021.100042";"https://doi.org/10.5281/zenodo.3572799";"Zenodo";"CC BY";"general-purpose repository";"Zenodo";75;85,71;100;75;60;100;50;100;100;100;100;0;100;50;100;50;50;1;1;1;1;2;1;1;1;2;0;1;2;2;1;0;1;NA;NA;NA;14;63,64;TRUE;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1038/s41591-020-01227-z";"https://github.com/theislab/Covid_meta_analysis/tree/main/Figure1_ACE2_TMPRSS2_coexp";"GitHub";"NULL";"general-purpose repository";"GitHub";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1038/s42003-021-02307-7";"https://doi.org/10.5061/dryad.pnvx0k6kr";"DRYAD";"CC0";"general-purpose repository";"DRYAD";66,67;100;100;50;40;100;100;100;100;100;100;0;0;25;50;50;50;1;1;2;1;2;1;1;1;2;0;0;1;1;1;1;0;17;22;77,27;15;68,18;NA;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1038/s42003-021-02307-7";"https://doi.org/10.5281/zenodo.4768563";"Zenodo";"NULL";"general-purpose repository";"Zenodo";54,17;71,43;66,67;75;30;100;50;0;100;66,67;100;0;100;25;50;50;0;1;1;1;0;2;1;1;0;2;0;1;1;1;1;0;0;13;22;59,09;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.1093/braincomms/fcab027";"https://doi.org/10.5281/zenodo.4425256";"Zenodo";"CC BY";"general-purpose repository";"Zenodo";75;100;100;75;50;100;100;100;100;100;100;0;100;50;100;50;0;1;1;2;1;2;1;1;1;2;0;1;2;2;1;0;0;NA;NA;NA;15;68,18;TRUE;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1177/21677026211049366";"https://doi.org/10.17605/OSF.IO/P3X4R";"OSF";"CC BY-NC-ND";"general-purpose repository";"Open Science Framework";47,92;85,71;50;25;30;100;100;0;100;50;50;0;0;25;50;50;0;1;1;2;0;2;0,5;1;0;1;0;0;1;1;1;0;0;5;22;22,73;12;54,55;NA;1;1;1;1;0;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;0;100;100;0;0;100;100;0;50;50;50;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.1002/14651858.CD014963";"https://doi.org/10.5281/zenodo.6500842";"Zenodo";"CC BY 4.0";"general-purpose repository";"Zenodo";70,83;100;66,67;75;50;100;100;100;100;66,67;100;0;100;50;100;50;0;1;1;2;1;2;1;1;0;2;0;1;2;2;1;0;0;16;22;72,73;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1016/j.neuroimage.2021.117951";"https://osf.io/duj47/";"OSF";"CC BY";"general-purpose repository";"Open Science Framework";37,5;42,86;33,33;25;40;50;50;0;50;33,33;50;0;0;25;100;50;0;1;0;1;0;1;0;1;0;1;0;0;1;2;1;0;0;NA;NA;NA;7;31,82;TRUE;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0;70,83;75;100;33,33;83,33;100;50;100;100;50;50;0;100;100;50;2;2;1;1;2;2;1;1;0;2;2;1
"10.1038/s41589-020-00724-z";"https://doi.org/10.5281/zenodo.3736430";"Zenodo";"CC BY";"general-purpose repository";"Zenodo";79,17;100;100;75;60;100;100;100;100;100;100;0;100;50;100;50;50;1;1;2;1;2;1;1;1;2;0;1;2;2;1;0;1;14;22;63,64;14;63,64;NA;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1371/journal.pone.0244497";"https://figshare.com/articles/dataset/Y-chromosome_haplotypes_Guevara_et_al_2016_and_SNP_assignment_by_multiplexes_This_study_/13509710";"figshare";"CC BY";"general-purpose repository";"figshare";58,33;71,43;66,67;50;50;50;100;100;50;66,67;50;0;100;25;100;50;50;1;0;2;1;1;0;1;1;1;0;1;1;2;1;0;1;12;22;54,55;12;54,55;NA;0;1;1;1;1;0;0;1;1;1;0;0;0;0;1;1;0;1;1;0;1;50;100;50;0;100;50;0;50;50;50;50;83,33;87,5;100;50;100;100;75;100;100;50;100;0;100;100;100;2;2;1;2;2;2;1;2;0;2;2;2
"10.1038/s41388-021-02054-3";"https://doi.org/10.24433/CO.0121060.v1";"Code Ocean";"CC0";"general-purpose repository";"Code Ocean";54,17;85,71;66,67;25;40;100;100;0;100;66,67;50;0;0;25;100;50;0;1;1;2;0;2;1;1;0;1;0;0;1;2;1;0;0;7;22;31,82;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;50;62,5;50;50;33,33;50;75;100;0;50;100;0;0;0;100;2;0;1;2;2;0;1;2;0;0;0;2
"10.1371/journal.pone.0260168";"https://figshare.com/articles/dataset/Minimal_underlying_data_set_and_codebook_/17044919";"figshare";"CC BY";"general-purpose repository";"figshare";58,33;71,43;66,67;50;50;50;100;100;50;66,67;50;0;100;25;100;50;50;1;0;2;1;1;0;1;1;1;0;1;1;2;1;0;1;12;22;54,55;12;54,55;NA;0;1;1;1;1;0;0;1;1;1;0;0;0;0;1;1;0;1;1;0;1;50;100;50;0;100;50;0;50;50;50;50;83,33;87,5;100;50;100;100;75;100;100;50;100;0;100;100;100;2;2;1;2;2;2;1;2;0;2;2;2
"10.1016/j.cub.2021.04.043";"http://doi.org/10.17605/OSF.IO/YKM6X";"OSF";"NULL";"general-purpose repository";"Open Science Framework";41,67;71,43;33,33;50;20;100;50;0;100;33,33;100;0;0;25;0;50;0;1;1;1;0;2;0;1;0;2;0;0;1;0;1;0;0;12;22;54,55;9;40,91;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;100;100;0;0;50;50;0;50;0;50;0;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.1016/j.immuni.2021.09.002";"https://data.mendeley.com/datasets/hwxhw2sxys/1";"Mendeley Data";"CC BY-NC";"general-purpose repository";"Mendeley Data";62,5;85,71;66,67;75;40;100;100;0;100;66,67;100;0;100;25;100;50;0;1;1;2;0;2;1;1;0;2;0;1;1;2;1;0;0;11;22;50;8;36,36;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;1;1;0;0;50;100;0;0;50;0;0;50;50;50;0;83,33;62,5;100;83,33;100;50;75;100;100;50;100;100;100;100;100;2;0;1;2;2;2;1;2;2;2;2;2
"10.1038/s41559-021-01486-0";"https://doi.org/10.5061/dryad.7h44j0zsr";"DRYAD";"CC0";"general-purpose repository";"DRYAD";70,83;100;100;75;40;100;100;100;100;100;100;0;100;25;50;50;50;1;1;2;1;2;1;1;1;2;0;1;1;1;1;1;0;17;22;77,27;15;68,18;NA;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1073/pnas.2014876118";"https://doi.org/10.5281/zenodo.4671006";"Zenodo";"CC BY";"general-purpose repository";"Zenodo";66,67;85,71;66,67;75;50;100;50;100;100;66,67;100;0;100;50;100;50;0;1;1;1;1;2;1;1;0;2;0;1;2;2;1;0;0;16;22;72,73;12;54,55;NA;1;1;1;1;0;1;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;50;50;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1073/pnas.2108157118";"https://doi.org/10.5281/zenodo.5203142";"Zenodo";"CC BY";"general-purpose repository";"Zenodo";70,83;85,71;66,67;75;60;100;50;100;100;66,67;100;0;100;50;100;50;50;1;1;1;1;2;1;1;0;2;0;1;2;2;1;0;1;NA;NA;NA;14;63,64;TRUE;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;100;100;0;50;50;50;50;79,17;75;100;66,67;83,33;100;50;100;100;50;50;100;100;100;50;2;2;1;1;2;2;1;1;2;2;2;1
"10.1080/13506285.2021.1915902";"https://osf.io/dkx6y/";"OSF";"NULL";"general-purpose repository";"Open Science Framework";33,33;57,14;33,33;25;20;50;100;0;50;33,33;50;0;0;25;0;50;0;1;0;2;0;1;0;1;0;1;0;0;1;0;1;0;0;10;22;45,45;7;31,82;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.1126/science.abf1357";"https://github.com/YunzheLiu/RLReplay/blob/main/MEGTrial_Thres.mat";"GitHub";"NULL";"general-purpose repository";"GitHub";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1126/science.abj4336";"https://github.com/CERI-KRISP/africa-covid19-genomics/tree/main/data";"GitHub";"NULL";"general-purpose repository";"GitHub";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1152/physiolgenomics.00160.2020";"https://doi.org/10.6084/m9.figshare.13490262.v3";"figshare";"CC BY";"general-purpose repository";"figshare";66,67;100;66,67;75;40;100;100;100;100;66,67;100;0;100;25;100;50;0;1;1;2;1;2;0;1;1;2;0;1;1;2;1;0;0;17;22;77,27;15;68,18;NA;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1177/13591053211027631";"https://osf.io/spd9u/";"OSF";"NULL";"general-purpose repository";"Open Science Framework";29,17;42,86;33,33;25;20;50;50;0;50;33,33;50;0;0;25;0;50;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;0;10;22;45,45;7;31,82;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.1177/1745691620979806";"https://osf.io/5qmz7/";"OSF";"CC0";"general-purpose repository";"Open Science Framework";41,67;42,86;33,33;50;40;50;50;0;50;33,33;50;0;100;25;100;50;0;1;0;1;0;1;0;1;0;1;0;1;1;2;1;0;0;11;22;50;7;31,82;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0;70,83;75;100;33,33;83,33;100;50;100;100;50;50;0;100;100;50;2;2;1;1;2;2;1;1;0;2;2;1
"10.1177/17470218211053992";"https://github.com/wangbenchi/Shared_data";"GitHub";"NULL";"general-purpose repository";"GitHub";18,75;35,71;33,33;0;10;50;25;0;50;33,33;0;0;0;0;0;50;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;1;0;0;NA;NA;NA;6;27,27;TRUE;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1177/17474930211006286";"https://doi.org/10.5281/zenodo.3899830";"Zenodo";"CC BY";"general-purpose repository";"Zenodo";75;100;100;75;50;100;100;100;100;100;100;0;100;50;100;50;0;1;1;2;1;2;1;1;1;2;0;1;2;2;1;0;0;19;22;86,36;15;68,18;NA;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1182/bloodadvances.2021004335";"https://osf.io/uhxvt";"OSF";"NULL";"general-purpose repository";"Open Science Framework";33,33;57,14;33,33;25;20;50;100;0;50;33,33;50;0;0;25;0;50;0;1;0;2;0;1;0;1;0;1;0;0;1;0;1;0;0;11;22;50;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.1371/journal.pgen.1009250";"https://figshare.com/articles/dataset/List_of_up-_and_downregulated_transcripts_from_sorted_stem_cells_sorted_Paneth_cells_and_organoids_with_a_p_value_0_05_/17123909?backTo=/collections/MLL1_is_required_for_maintenance_of_intestinal_stem_cells/5736735";"figshare";"CC BY";"general-purpose repository";"figshare";58,33;71,43;66,67;50;50;50;100;100;50;66,67;50;0;100;25;100;50;50;1;0;2;1;1;0;1;1;1;0;1;1;2;1;0;1;12;22;54,55;12;54,55;NA;0;1;1;1;1;0;0;1;1;1;0;0;0;0;1;1;0;1;1;0;1;50;100;50;0;100;50;0;50;50;50;50;83,33;87,5;100;50;100;100;75;100;100;50;100;0;100;100;100;2;2;1;2;2;2;1;2;0;2;2;2
"10.1371/journal.pone.0249256";"https://doi.org/10.6084/m9.figshare.14931708.v1";"figshare";"CC BY";"general-purpose repository";"figshare";70,83;100;66,67;75;50;100;100;100;100;66,67;100;0;100;25;100;50;50;1;1;2;1;2;0;1;1;2;0;1;1;2;1;0;1;NA;NA;NA;15;68,18;TRUE;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.7717/peerj.10213";"https://doi.org/10.6084/m9.figshare.13204370.v1";"figshare";"CC0";"general-purpose repository";"figshare";70,83;100;66,67;75;50;100;100;100;100;66,67;100;0;100;25;100;50;50;1;1;2;1;2;0;1;1;2;0;1;1;2;1;0;1;NA;NA;NA;15;68,18;TRUE;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
